16|Have tried 4 times over several months to set up Direct Debit.   Spent a long time on the phone each time and each time a different amount was suggested, but nothing actually happened till the fourth time, when one DD was taken from my bank account.   Almost immediately after that I was sent a separate large bill to pay within a couple of weeks.   I have been trying to log into my account to see if I can work out what is going on, was told my login was not recognised though it was definitely OK), but I could contact Customer Services on online form.  Wrote a message and tried to send that, it wouldn't allow me to because the account number was not recognised.   But it was definitely OK and actually popped up as I started typing it!   I have had a lot of other problems with Npower, including not receiving a bill for about a year, and not having an important form returned to me.   I intend to switch to another company.
17|i have been with this joke of a supposed , business since moving in to my home seven years ago. I pay about GBP45 for gas and electricity which i think, because i.m away alot and very frugal, is fair. I am perplexed as how they cant get bills to me on time but am always around GBP200 in credit. I had just recieved a statement from them in November saying my bill would go down to GBP35 as i dont use much, however on New Years eve i recieved a demand for over GBP1000 and my payments to go up to GBP160 month.I was beyond livid. i spoke to a manager who,get this, said they had been reading my electricity meter wrong for 4 years and I hAD TEN DAYS TO PAY. WELL I CANCELLED MY NEW YEAR CELEBRATIONS as i was so upset. I want to humiliate this  poor company and am preparing to fight all the way.N.B.  I also recieved a bill mid december saying my monthly bill had not been paid ,i phoned and they said oh yes it had been paid, Well today i recieved another more threatning letter saying i hadnt paid this bill again. You couldnt be this inepet if you planned it. Joke Power. C Lippeatt
18|Plumbing contractor about to condemn my gas connection as npower haven't been out for over three months after reporting time and again an issue with the meter
19|8 page bill, each with a different amount.25 minutes to get through on phone to be told all the 8 page bill is wrong and I owe a different amount.Usual read-it-off-the-prompt-sheet-because-your-customers-are-too-thick-to-doubt-us response of its a system error.  What total rubbish.Alert- your customers are no longer this gullible. You rank up there with the banks in terms of total lack of trust and credibility.
20|Npower is the most appalling company for dealing with its customers. Npower are extremely unhelpful and have diabolical people skills.  I sent a complaint letter three times without any response whilst receiving threatening letters requesting the outstanding balance. My complaint requested a break down of electricity usage because the figures on the invoices I recieved  were incorrect. They continued to send a statement of charges. I eventually (after a year) received a phone call stating I recieved a break down of charges but they still did not give a break down of energy usage. They stated I owe the balance but did not tell me why, I was told I needed to pay because they were right and that was that. I would advise never to use this company, they do not look after their customers and do not know how to respond to complaints, Avoid like the plague.
21|Since joining NPower I have had nothing but trouble. When I joined I didn't get  bill for about 9 months then when I did get a bill I got 3 at once. After I came to the end of my fixed term I contacted them to see about going on a new fixed term tariff. I had all my bills together and had my usage over the past 12 month. When speaking to the woman on the phone she had all different numbers on her computer and was saying my bill needed to be doubled to cover how much I was using. I then had another bill and because I was in credit after just going through the Summer they wanted o reduce my bill, which I didn't want as I would use more over the Winter period. I contacted them again to tell them to keep my direct debit the same they said I was only had electricity set up and they had to re set up my gas eventhough I was on a dual tariff. After all the problems I have had I have now switched to a new provider, hopefully I will have better luck this time. I would NEVER g back to NPower or would I recommend them to anyone. 
22|What a terrible company, I used this company for 2 years, all direct debit. Decided to move away to another company, i have over GBP200 credit after 2 months of closing their account, they are asking my name, meter readings, again and again. I told them account is closed refund the credit, they ask my address? I do not thonk they know what they are doing, I SENT 4 emails, avoid this company awfull!!
23|Once the account has started they decide to increase the direct debit to more than necessary then when you terminate the contract refuse to pay back the extra money you've paid. They also refuse to respond to complaints & the current Ofgem reporting system requires their response before you can refer the complaint to Ofgem.
24|After switching electric account to n.power I noticed they had wrong house number, rang them and was told it was sorted. sometime later I get a bill for wrong address and note they have also taken a payment , rang again and was told again it would be sorted and a refund made. What a load of idiots as it didn't happen. eventually after many letters and trying to phone them sometimes a wait of about 40 mins only to be told they couldn't deal with me as it wasn't my address !!!! I tried their executive complaints team who promised compensation within 6 weeks .... never heard another word. Then a bailiff is dispatched to my home and to make things worse I had a plumber working there at the time who promptly asked for cash payment and left what an embarrassment. The bailiff rang n power on a special number having looked at my bills etc and finally they did a land registry search which what a surprise confirmed I had nothing to do with it and never had. this by now has been a year and I had involved the ombudsman. Many weeks later the executive complaints man rang to try and sort it and offered a paltry GBP150  which went to GBP250 when I said no, he also confirmed a cheque was sent out to refund incorrect payment but amazingly it had been sent to wrong address.  I told him it was a ---- poor company and an insult to offer that low after all the time and stress I had gone through. I now await the ombudsman to contact me n power reckon I will get less that way but its a principal so will take my chance. What a shower they couldnt run a bath let alone a company and the customer service is non existant 
25|Over the last 3 years I have seen everything from frustration and anger on My Wife's face to coming home and finding her in tears and needing to visit her Doctor.NPower are the cause of the issues we have had but finally I have found the solution SWITCH.Having received no bill for nearly a year we went from a family who was never in debt to a family owing NPower over GBP1000.00 due to their incompetence.Since the money owed was down to them we went onto a pre-pay metre and with hard work and many hours overtime I have paid the debt back and never once received an apology from NPower.I have now switched to the same company who supply my Gas as they speak in plain English. I now have pre pay metres for both my Gas and Electric supply some will say this is a little more expensive but I now know where I stand and never again will I receive a bill for my energy.    
26|While I really appreciate your prompt reliable and dedicated service I have one compliant against your service. I have paid 49.99 vide order no 1934221 dated 06.02.2014 .I was informed that the instrument is blocked by the carrier and the amount was kept under trade credit. I have received a mail on 12.08.2014 that an unlock is available and was billed for 99.99 . The offer says that at the time of final pAyment the system will automatically adjust the available trade credit and I was advised to pay the balance . I was charged for the full amount of 99.99 wide order no 2307984 dated 28.08.2014 without adjusting the available trade credit. I have brought this to your notice immediately . When I go through the unlock message I observed that the first amount of 49.99 is appearing as refunded. I would like to know when the amount was refunded and the mode of refund . In spite of my best efforts to know the position I am unable to get any clarification from you .please advise me the details . I will be highly thankful to you for the same.an early response is awaited I once agai repeat that your service was excellent reliable and fast. Prasad 
27|They need a lesson in treating people with respect. they are trying to take GBP91.10 when was on a pay as you go meter for my electric. i refused to pay and they threatened me with court. finally got through to a decent person who has frozen my account for investigation. she said i will still have to pay if they got it wrong!!!!!!! i told them im not paying anything. they must think we are idiots to try and rip us off like this, thank the lord im with a great company now. i advise anyone having problems with npower to change to utilita they are brilliant and super cheap.
28|I would like to tell you every problem I have had with this company. I can`t they have sucked all my energy out of me(no pun intended).They are incompetent, clueless and useless. Do not touch them.I repeat do not touch. Sorry i`m away to lie down,even writing about has brought back to many bad memories.Incase i`m not clear enough do not touch!!!!!!!!!!!!!!.Only good news i have had over GBP100 in comp.
29|Words fail me ! I just can't believe that a company can be so INCOMPETANT and still be allowed to get away with it!I've been with them 10 months, they took over a neighbours supply instead of mine, owe me GBP650 and still haven't got even my address correctly. Customer service is a joke and their complaints team are beyond even that.I'm moving back to SSE at least I didn't have any problem with them.
30|Have received a bill for GBP43.92 on a 'pay as you go' meter account. Obvious mistake, so I call them and explained that I have been billed incorrectly. After a few months and a reminder letter from them they acknowledge their error and that I do not owe them money - I asked for this in writing. All they sent me was another reminder asking for the GBP43.92 - in response to this I made a formal complaint  to which I have not received a reply. They then sent me a further reminder letter dated the 8th August 2014 and received on the 18th August (via TNT) advising that unless I pay or contact them within 7 days they may pass my details to their debt recovery team. I assume this has been done already given the time taken to receive the letter and the deadline imposed by them!Mistakes are annoying, but when they have had numerous opportunities to put things right and don't you can only assume that a core part of their business is harassing people to get money that they have no right over.If you are daft or unfortunate enough to use them, you will need to keep contact details for the ombudsman handy, or accept that your credit rating will take a nose dive as I am sure that mine will do. Or, perhaps just pay them money for nothing.  I would rather be dead in a ditch than pay them GBP43.92 that I don't owe....
31|I have been an npower customer for several years and their customer services are very poor, I am presently searching for a decent energy supplier if such a thing exists ! If you are thinking of joining npower I would advise you strongly don,t !
32|My deceased father used Npower and unfortunately I also had to continue to use them briefly. I spent months trying to explain that sending letters to him would not be effective. I paid all I thought I needed to pay, and had checked this upon leaving the property he lived in. I then was notified months later that I had mail at the address for my father. I discovered that the mail was in fact numerous letters from Phillips and Cohen associates (UK)ltd,  these letters demanded monies that there had been no bills sent for. I complained and thought the situation had been dealt with and had a reasonable resolution. Then months later I was again notified that there were letters for the executor of my deceased father. These letters were more debt letters from the same company. I complained once again, really angry and distressed and Npower confirmed that I had paid and that no one had told the debt collectors..this is continued evidence of the shambles that is Npower and the poor and shoddy company who cause stress and upset to customers time and time again. Awful.
33|"Billed GBP90 per month for energy (after they said they could save us money if we changed from British Gas). Did not inform us of any debt on the account, but we ended up running up a debt of GBP800 in a matter of 2 - 3 months! They insist that we pay it all upfront, ""no room for negotiations"" from the customer service team. Other issues include wait times on hold for 1-2 hours at a time, they never call back when they say they will, and they have no concept of what they are doing to people! We have passed everything over to the Ombudsman and they are still seeking to get an attachment of earnings to pay off the debt that we do not owe! When we asked for all of our paper work to be sent through they charged us GBP10, and also sent us random private and confidential information belonging to other customers! Utterly shocking, how they still operate is beyond me! Also, it has been noted from all of their letters that they literally make stuff up, there are massive inconsistencies between what is said on the phone (when you can get through) and what is actual fact!  "
34|I have been a nPower company for 9 years and can say in all that time they have been consistent.  Unfortunately it has been consistently terrible.  They have overcharged me and when I complained, I had to chase relentlessly to get the money that they had overcharged back.  I had to row with one of the Advisors who couldn't understand why I would want in excess of GBP450 that they had incorrectly billed me back and not to leave it in my account.Despite providing accurate and correct meter readings, they have recorded my meter as the wrong type and when I complained, they again took nearly a year to resolve it.  I have since cancelled my service in April and they have still yet to provide the handover information to my new supplier, effectively trapping me with them.Their complaints team seem to hope that the Stockholm Syndrome will eventually kick in and I will grow to love them.  I cannot say this clearly enough, don't go with nPower, they are truly awful and not to be trusted.
35|NP over estimated my monthly billls and I have now accumulated approx GBP400.The has contactedthem twice and still not received it.This is MY money N Power not yours. Send it back!
36|I have never had any problems with a provider but NPOWER! They are rude and not helpful I was sent a letter to say I was behind on payments, I thought I was in front.I left NPOWER as they wanted to charge me GBP350 per month for a E&G; what a joke so I said I would to leave they owed me money and then when I left I got a bill in the post to say I owed them GBP333.18 which I believed to be incorrect!!! What a joke I was so angry that they felt they could do this to me. Fair enough I set up a plan to pay them back knowing I have other provide to pay for. GBP333.18 over 12 months is about GBP27 per week  I paid GBP33 one month and GBP25 the following month I then received letters that I was 18.64 behind I don't how they calculate their bills but its all wrong! I ask to know the name of the Customer agent I spoke to that set up the account and I was told they can not tell me as its data protection are they serious? NPOWER is a joke and I was finally sick of them I ended up sticking the balance on my credit card just so I don't have to call them or deal with them anymore.STAY AWAY FROM NPOWER THEY ARE ROBBING FUDGES!!! NEVER AGAIN! 
37|took me 1 hour and 13 minutes to actually talk to someone after hanging on the phone and then they can't do the simply thing like refunding my credit when the website states that they automatically refund if there is GBP60 credit for each utility, there is in fact over twice that amount, not happy at all customer service is atrocious and has got worse over the last two years just wish I could find another supplier with half decent reviews which I am unfortunately having trouble finding
38|"I moved to NPower 12 months ago. I have not had a bill since then. I complained 9 months ago. I am still waiting for a bill and a reply. Today they gave me a courtesy call telling me that my complaint remained their ""top priority!""To top it off I was told that if I moved supplier they would demand full payment of the ""debt."" What debt?  I want them to tell me if I owe them anything. Fed up and stressed."
39|I have been an NPower customer for too long - they have overcharged me by GBP1600, taken unauthorised direct debits of over GBP400 out of my account without warning, costing me hundreds in bank charges. When I call their 40p/min customer line, wait times are always over an hour. When I finally get through to someone, the phone goes dead. I have written a dozen letters of complaint, all of which have been ignored. I reported them to ombudsman, they ignored the resolution they agreed with Ofgem, they prevented me from taking my business to another energy supplier. They have five times more complaints than any other energy supplier. They make GBP90,000 profit everyday, mainly from tricking customers. Wholesale gas and electric prices have been falling for three years, yet they post record profits and pay no UK tax!! I would advise anyone considering giving NPower their custom to take a bunch of ten pound notes and set fire to them, because you clearly don't value money at all. These people will take money from you and ignore you when you try to stop them. The government should shut them down.
40|Npower have stolen from me. Ignored 15 letters of complaint over a nine month period. ombudsman made them agree to say sorry, compensate me and allow me to move suppliers. they ignored this and objected to change of suppliers - they've forced me to remain their customer! This is a violation of trading standards.. Called Npower and waited 70 minutes (Yes, 70 MINUTES!) on hold, finally promised a call back which never came!. DO NOT USE NPOWER: their call centres are critically understaffed, they will take money from you, ignore complaints and play games to prevent you from taking your custom elsewhere. This is a company that makes GBP90,000 PROFIT PER HOUR and has been fined milions for bad customer service!!! and pays NO CORPORATION TAX in UK!!!! NPOWER DO NOT CARE ABOUT CUSTOMERS, USUAL CALL WAITING TIMES ARE BETWEEN 25 mins and 2 HOURS!!! I gave them 1/10 because you can't give zero or negative rating!
41|I transferred from SSE TO NPower; seduced by fixed rates to 2017; November 2013. On initial readings, did not use readings I took as instructed by them.   Am still waiting to pay first full bill, June 2014. I had to contact them for some action, they had a dispute with SSE but did not bother to keep me in the loop.  Sent complaint, acknowledged receipt, still no response.  As a company I had heard bad reviews, now first hand I know they are totally incompetent.  I'm going back to SSE, NEVER HAD A PROBLEM IN TEN YEARS WITH THEM.
42|How can they get it SO wrong? I tried to switch to NPower in Nov 2012 and by March 2013 they had made such a disasterous job of the switchover that I decided to return to my previous supplier. NPower made it so difficult that they EVENTUALLY reduced my final bill by GBP50 when I threatened them with  the ombudsman. So I paid my final bill and got on with life, until yesterday, 14 MONTHS LATER, I got a final demand for GBP184.22.I have spent all of yesterday and all this morning fighting with them. Despite the cheque having come out of my account they wanted me to send them a statement to prove it. I refused as it is their problem, so they threatened me that it would effect my credit rating!!.Threats of The ombudsman made them FIND the payment. They are a sad joke,time wasters.Don't even consider going over to them and if you are with them PLEASE keep ALL your paperwork. You WILL need it.....
43|I switched from npower to another supplier on 26 November 2013 due to absolutely appalling customer service . A period of 20 months went by without receiving a bill despite my numerous requests. My emails were never answered was often impossible to contact them by phone and when I did manage to contact them I was repeatedly lied to by various disinterested plebs , laughingly called customer service advisors. I received a total of 3 final bills which were all totally wrong ,eventually I finally received an accurate final bill dated 31March 2014 showing a credit balance of GBP408.81.I have repeatedly asked for my money to be refunded and each time have been told by various plebs that this would take 7-10 days, it's the fourth time I have been told this. I now have no option but to instruct my solicitor to initiate legal proceedings. DO NOT TOUCH THIS COMPANY.
44|Well what a mess!! I spent the best part of a year trying to pay N Power for my electricity. My account was in credit by almost GBP2,000 - however this was balance out by the fact I owed them GBP1,900 for electricity. Could the reconcile the two - no. Apparently there was a block on the account and they were unable to marry the credit account from the monthly payments with the meter readings. However eventually all sorted - then I moved home. Gave them all the readings and as the account was once again in credit was given a refund of GBP63.50. No problem - until 9 months later I was presented with a bill for GBP56.00! Rand and queried - immediately offered and discount of GBP22.00. Explained this was not the point - why was I being charged a further GBP56.00 9 months after closing the account and moving house. They did say they would get back to me - still waiting 1 month later. Watch this space.
45|Avoid at any cost! Even if they offer the best value choose second best. I've been their customer for 3 years. I subscribed to meter reminder notifications and received it once. A bug, they couldn't find for the remaining 2 years and 9 months, precluded me from getting reminders. After missing submission my predicted bill was out of this world and it took another 3 months to get it right again. Then they lost my gas account details. This took them nearly a year to fix during which I wasn't able to access my bills or submit my meter readings. And then after I moved and chosen another provider it took them 6 months (!) to figure out how much money they owed me... and they sent me a check to the address I've left half a year earlier. In 3 words: bugs, incompetence and plain stupidity.
46|I don't know why people be hating, cos theyr're great.ok
47|Operate my account online.Went to pay my bill in March 2014, their systems were down/acting up - I tried over 3 weeks to pay, it wouldn't let me ... I tried again and again.Contacted them, they said pay by phone - an automated operation - I did this.Now I get a debt collection letter threatening bailiffs!! But I've paid!! The Bank says I have paid.I will take them to court if they ruin my credit rating and for the stress and worry of all this ... they have awoken a lion.Utterly, utterly, utterly, useless ...... horror show!
48|Unable to receive bill takes them over 1 hour to answer phone useless don't even deserve 1 star
49|We took out a boiler care policy and after nearly two months my heating developed a fault. An engineer called and diagnosed a leak in the system which was under the floor but did not investigate any further. Npower then contacted us to say THEY had diagnosed or as a pre existing condition and refused to repair it. Considering they had not seen the fault how they could diagnose it as pre existing I have no idea after being passed about various departments, The clause they used was that they had not completed their initial inspection which the contract said would normally be completed within 30 days (but may take longer). At my last contact I was told as they were not regulated by any ombudsman I could take it no further! At least they returned or premiums but have now lost an energy customer also. Avoid like the plague. Dishonest, disreputable and with some of the worst communication and customer service I have ever encountered. 
50|still waiting for a refund which has been promised since last December. I have been consistently told a pack of lies concerning when this would happen and am now taking legal action to recover my money and compensation . 
51|Npower took an incorrect electricity meter reading back in September 2013 which meant I had used an impossible amount of electricity for my home! After a phone call  or two my monthly payment was reduced back to the original payment. Then the problems really started......... I swapped to EDF so the incorrect meter reading became an issue. After many phone calls to npower, some of which I waited for almost an hour before speaking to someone and three separate complaint reference numbers I still had to contact the ombudsman. Npower held my credit of GBP86+ until February of this year, and I still think I am owed more but have accepted this amount.  I wonder how many more customers have had a similar problem and npower have walked away with our money. This week I've received a letter apologising that my complaint is still outstanding and they say I can now go to the ombudsman.  The individuals I spoke to were most helpful but the system is absolute rubbish. This is the price we pay for privatisation!!!!
52|Why is nobody doing anything about the incompetence of these liars! they could not be more incompetent if they tries and were getting paid for it. Last year was in credit by GBP67 and requested this be returned to me, due to staff incompetence, not being able to get through on the phone and being cut off on several occasions I eventually received this 3 months later!! stupidly I gave them the benefit of the doubt but not this time. received meter reading bill last Thurs and I'm GBP267 in credit. I called to request this be refunded to my bank account as I pay by direct debit. the lovely gentleman I spoke to said, yes that will take three working days to credit your account. low and behold no payment by Wed; phoned explaining every day since being promised a fast track payment and phone call back from a manager. Yes, you guessed, no phone call and no money! Stay away people. If I could have given 0 stars I would.
53|ive been with n power for a number of years the company has gone from bad to worse,they continualy put up your monthly payment when you call the  untrained operator agrees with everything you say and says it will be corrected, but never is eventually the ony way i could get any sense from them was to involve the onbudsman, and if anyone is having the same problem involve the onbudsmam get your problem sorted then leave for another surplier, they dont deserve your custom or your money money
54|I received my nPower bill today. My total electricity costs for Jan - mid-March were GBP250 inc. standing charge and VAT or about GBP100 per month during the winter.They have put my DD up from GBP47 to GBP167 based on an estimated average usage (including the summer months) of over GBP150 per month.There is no logic to this!! Obviously the average over both winter and summer months will be significantly lower than the winter months alone. This can only be considered a way of having interest free loans from their customers - what a RIP OFF.And to cap it off, the wait time to speak with a Customer Service agent was over an hour - hardly Customer Service.
55|I switched to Npower for gas and electricity supply since November 2013 and I am so regret now since they cannot even setup a direct debit. I feel that they deliberately do this because they want to charge me more money! I have called them so many times, every time they told me there is an error in their system and nothing wrong with bank account. As you can see this is their error but their customer service keeps sending me emails saying my bank rejected their direct debit requests and I have to pay standard rate rather than discount rate which was required with direct debit. I called my bank who told me there is no history that Npower has requested the direct debit setup on my account! What's a different between a rogue trader and this shameless company?
